,Original text,True label,Predicted label,ANGER probability,DISGUST probability,FEAR probability,JOY probability,SADNESS probability,SURPRISE probability
21,ام جوجو ردك مرا يثلج الصدر المستقبل بيد الله ونحن نسعى للشي وربك مايضيع جهد عبد ماعليك الرازق في السماء والحاسد في الارض الله يبعد عننا الحسد ويوفقنا دنيا وآخره,DISGUST,DISGUST,3.935907986976355e-14,0.9997663560212233,1.4057224415284278e-08,1.2510057657700646e-05,0.0002211043140625229,1.5549813363450046e-08
22,مشكورين على ارائكم الرائع لكن من اهم اسباب رغبتي في ذكر الدراستي السابقه و هو تكملتي لمرحلة اللغه و كذلك اخذ بعض الكورسات و النجاح فيها و لكن من مواقع تجربتي السابقه كل ما ذكرت ذلك طلبوا مني اسم الدكتور و ياتي ذلك برفضي لبرنامجه,JOY,JOY,1.1212429577705054e-17,6.451095866296961e-21,7.613346846860697e-14,0.9999437331486042,5.257751212683334e-08,5.621427381391733e-05
23,لا أتوقع ذلك التأثير الكبير كثير من المحاولات سبقت هذه بلا فائدة الشئ الذي يحز في النفس هو أنك تبتعث وتجتهد و تبذل الغالي والرخيص من اجل الابتعاث ثم تعامل بهذه الطريقة لذلك لا ألوم من يعود وليس له اقل رغبة في تقديم اي جهد اضافي للجامعة بل حتى التوجه الى القطاع الخاص أو القطاعات التي تقدر العمل فعلا,SADNESS,SADNESS,4.606624360028263e-19,5.418990748799309e-29,4.2388867134727174e-16,3.0837682850319266e-12,0.9997714069644376,0.00022859303243026355
24,الجامعات موقفه امورنا وراتبك مالك حق فيه هذا غير نظام الابتعاث بدون تعيين والملحقيه تذلنا وماكله حقوقنا ومشرفين يحسسوك انك جاي من خيمه بالصحراء وماتفهم شي ماكنك خريج جامعه والبعض عندهم ماستر وافهم منهم ويعاملوك بدونيه وع اتفه شي هولد وايقاف صرف,SURPRISE,SURPRISE,7.551157619055289e-20,1.031448434880012e-18,2.9238626364815137e-13,2.895066481377663e-11,3.3626126846428013e-12,0.9999999999673719
25,من جد هل الملحقية ما تصرف عليا طيب و العلم و الفايدة اللي بكتسبها لمين ان شاء الله شئ عجيب المفروض يدعمونا اننا نبغى ناخد خبرات و ننقلها لوطنا محنا جالسين زيهم مامن كل شي عندهم و فوق هذا راتب,FEAR,FEAR,1.256582701542101e-06,1.9939669638901874e-12,0.9991914679444694,1.605783843448254e-05,0.0006359009669302358,0.00015531666546323507
26,الله لايهينك اخوي فيصل مشكور على الرد,JOY,JOY,4.846312538572586e-08,2.358082241394982e-09,2.1247988026213326e-08,0.9999975585152786,1.7519525429256564e-06,6.17462985488075e-07
27,جزاك الله خير مشكور اخوي,JOY,JOY,2.7335486953561928e-08,1.4927276816959205e-08,1.751243975716223e-08,0.9999977617072598,1.3034831415709502e-06,8.750343944801321e-07
28,والله ياخي الاسم صراحه أعجبني بس بيني وبينك عندك مجتمع الاسم هو الاساس والكفاءة او المخرجات تجي في الاخير,SURPRISE,SURPRISE,0.0023681365259932896,2.559163602291066e-07,9.391154004952535e-08,3.730164323673869e-07,0.006227721273900336,0.9914034193557646
29,حتى ابتسامه مابتسمت مبزره الصراحه,ANGER,ANGER,0.9940467840855503,0.00018511775879193746,0.0002846413780613399,0.0010661630271573514,0.002593398952601032,0.001823894797835932
30,مادري ماكنت احبها كلللللش كانت غثيثه ع قلبي وماكانت بجمالها الحين,SADNESS,SADNESS,1.497433570526206e-06,4.235184826231972e-06,8.906866934730535e-06,2.024990820207648e-05,0.9998670442408227,9.80663656378793e-05
31,والله شي محزن ويقهر لكن ان شاالله انه فيه خير لها يمكن ربي رد شر عنها كان بيجيها من هذه الوظيفه وبما انها طالبه ممتازه ان شاالله راح تلقى وظيفه افضل,SADNESS,SADNESS,1.5178997921432882e-11,2.8421121934750983e-15,1.1091644278136927e-13,2.518702040583546e-07,0.9999991614913701,5.866231418366897e-07
32,أسئل الله أن يرزقك الوظيفة التي تطمح بها اولا الإتكال على الله والرازق هو الله ثانيا بر الوالدين فهم أحد أسباب التوفيق ثالثا المعدل احد المعايير المهمة عند التقديم على وظيفة معيد والله يوفقك ويسر أمرك ولاتنسى أن الوظيفة رزق فركز الوقت الحالي في دراستك وتطوير مهاراتك ودراسة اللغة الأنجليزية في الإجازات لإكتساب لغة ثانيه,DISGUST,SURPRISE,1.0582975652595989e-18,5.1727620871139353e-23,8.114479029406308e-14,9.796283216959082e-06,1.5551195812772569e-06,0.999988648597106
33,كنت حاس انك تستهبلين وانا جيت مدرعم ماراح نختفي قاعدين ع قليبك,SURPRISE,SURPRISE,0.0009137090654266599,3.522302065805004e-05,0.0004528818284543686,0.0026410322383216,0.01683744176495036,0.9791197120821825
34,اتصلت عليهم ورد علي شخص وقالي انهم يدرون ان التذكرة تشمل المبتعث واطفاله وزوجته لا يحق لهم قلت يخليهم يعني قال وش نسوي هذا النظام قلت ترونه عدل قال المفروض الطلاب والاندية يشتكون قلت مستحيل انه محد شكى للان,SADNESS,SADNESS,1.0939333650506416e-12,3.650732647126515e-19,5.315135870357276e-13,1.0949094965522839e-09,0.9999996964024155,3.025010311377293e-07
35,كلامك في محله بس لاني جديدين على اللغه ولاندري بصراحه عن وضع الاختبار فهذا التخوف الي موجود بالداخل الله يعطيكم العافيه جميعا ماقصرتم,JOY,JOY,6.887872912709985e-15,1.1135962905274477e-16,2.732296018579622e-12,0.9999999911958071,2.7612924376986138e-09,6.040171882722652e-09
36,أختيار موفق البيولوجيا الجزيئيه هي العلم الحديث للأحياء وأغلب الأبحاث التى تجرأ ترتكز بشكل قوي ع البيولوجيا الجزيئيه كونك أخترت مجال جدا قوي وأغلب الباحثين في علوم الحيوان يعتبرون الأشخاص الذين يعملون ع البيولوجيا الجزيئيه هم ركيزه قويه لدعم أبحاثهم لأيهم ماهو نوع الكائن الذي أجريته عليه أبحاثك الذي يهم التكنيك وهل تستطيع توظف جميع طرق البيولوجيا الحزيئيه في إنتاج أبحاث ذات قيمه أما من ناحيه الكليه والقسم فهذا يرجع الى رئيس القسم وأعضائه هل هم مقتنعين أم لا,SADNESS,SADNESS,8.172913029454504e-31,1.3406469323997581e-30,5.861873374204775e-19,1.508828603159343e-19,0.9999999999992042,8.363951983302061e-13
37,زوجي جدد جوازه عن طريق سفارة واشنطن من سنة تقريبا وقتها كنا في واشنطن فكانت الاجراءات اسهل الان انا في شيكاغو ومتخوفة ارسل الاوراق لهيوسن وتضيع واضطر اسويها تاني للاسف ارقامهم ما يردوا عليها ابدا عشان كدا قلت اسال اذا احد عمل التجديد عندهم بالنسبة لي التمديد مو خيار لاني عملت تمديد قبل وقرب ينتهي فالمفروض حاليا اصدار جواز جديد,FEAR,SURPRISE,9.964139258257783e-18,1.006110328329208e-19,0.02700848916165905,0.02358137177298354,1.0607982716710871e-07,0.949410032985571
38,وما زلت لين الحين اشتاق واحن وما زالت الذكرى على بالي تمر على وتر حزني عزفت اقسى لحن ماني بفاقد شخص فاقد لي عمر,SADNESS,SADNESS,2.6997977740434803e-26,6.18834122456033e-24,9.364831875689287e-22,9.399599514319053e-21,1.0,1.6622803008881564e-19
39,عجيب امرهم,FEAR,FEAR,0.04433644667812876,0.024772976535752014,0.8823333055466254,0.01206808296474058,0.030953197482630156,0.005535990792122961
40,بالله ماهو قهر تحرم من الابتعاث وتكميل دراستها عشان محرم مثل الاخت لابد الاخذ بيدها وتشجيعها حقيق الله يكون بعونهن والمفروض يطلبون موافقة المحرم او سفر المحرم معها بدون الاقامة هذا راي الشخصي,SADNESS,SADNESS,8.924220436228564e-16,3.640424909714127e-13,1.9703315694277935e-11,3.654750464533516e-08,0.9999985915627263,1.3718697083709602e-06
41,يالله دحين ابوي بيكون حزين,SADNESS,SADNESS,8.092838942138767e-05,8.83239067151214e-05,2.8167771102472317e-05,1.3695519057249759e-05,0.9995236071152936,0.00026527729840844613
42,الطلب مو متعطل من المشرف الدراسي الطلب متوقف عن طريق مدير الجهات الحكوميه او مساعده مدير الجهات الحكوميه تغير دكتور الجارالله وتعين دكتور سليمان العريني متشدد لابعد الحدود مع الطلبة المبتعثين من الجامعات بحجة انهم نابغة المستقبل ويجب ان لايحتاجوا اي طلبات في البوابه اي طلب يمرره المشرف يرجعه ويطلب طلبات عجيبه الله يكون في عون الجميع بالتوفيق,FEAR,SURPRISE,2.754156927783872e-12,1.1517990196785178e-18,4.134815479628926e-11,0.436247740372137,0.0011270474957716498,0.562625212088005
43,شوف الوطن بعده يضم الأحزان عين تبكيه وعين تشكي غيابه سلطان بن عبدالعزيز يوم الجمعه شافتك عيوني وقالت,SADNESS,SADNESS,2.6142713714794e-07,6.111576172773e-08,5.323141893153966e-09,1.822887455684972e-07,0.999996160545275,3.329299941976301e-06
44,الله يسعد اختي نور نحتاج اي معلومه قد تكون مفيده مشكور اخوي رامي على الجامعات الله يجزاك خير,JOY,JOY,1.933971467868693e-14,4.426699596464602e-16,4.965804976173574e-13,0.9999999937661244,5.547339275130606e-09,6.860241940949113e-10
45,أيقنت بأن الجفا ما عاد يعنيني ولازم دروب الصبر نسعى ونسلكها وجروحك اللي تضايقني وتبكيني الحين صارت تضحكني واضحكها,SADNESS,SADNESS,1.0793511742400994e-14,9.687562516018904e-12,2.1484578967731934e-12,3.724882862454539e-12,0.9999999998850626,9.936265016368272e-11
46,أعجبني فيديو على شوف ابو جفين ايش سوى مع ابو جركل هههه,SURPRISE,SURPRISE,0.005315965423484806,2.187678895010836e-08,9.752996153762256e-06,0.0003572460714641392,0.0366948138046808,0.9576221998274211
47,أعان الله قلوبا أرهقها الحزن  و عقولا أجهدها التفكير صبرا يا نفس فإن مع العسر يسرا,SADNESS,SADNESS,1.1803627094892304e-09,1.1674419678829135e-08,1.2152889042790692e-08,2.281208786200649e-05,0.9999765714480716,5.914563991365819e-07
48,عليكم السلام بما انك عزمت النية على الشحن فأفضل طريقة تروح لمكتب الطيار وتختار يكون التوصيل من الباب الى الباب وللعلم اي شي تحتاجه موجود في مدينة يورك وبقالة ماقصرت تبيع المنتجات العربية,JOY,JOY,1.960463911761701e-12,5.1411094648267026e-14,2.7544916949424458e-12,0.9999930624772646,2.5459050513585316e-07,6.68292745077136e-06
49,كن على يقين بأن الله سينير فيك ما أطفأه الناس بداخلك ويحيي فيك كل جميل كانت تملكه روحك ثم يرضيك رضا لا حزن بعده,SADNESS,SADNESS,2.0046567222202337e-09,1.1240075656825225e-12,5.078144195405079e-12,1.327941049843149e-07,0.9999996513772412,2.1381779154994125e-07
50,الله يبارك فيك وعقبالك,JOY,JOY,0.0010491952220089277,3.683784770648559e-05,3.909297183146046e-05,0.9928278726842958,0.005621544617852949,0.00042545665630304853
51,يعطيك العافيه مشكوره,JOY,JOY,1.9667289037693048e-05,8.18049909505188e-05,5.490406483041749e-06,0.999829930153339,4.947336241477207e-05,1.363379777375669e-05
52,الحين هاي ليش حزينه بروحها مدلعينها وتطلع ويا حبيبها ساعه ويعه ان شاءالله,SADNESS,SADNESS,5.2412789320323796e-08,9.976420099921742e-07,1.237975002833504e-05,1.3039343090674113e-06,0.9999386470493887,4.661921147248323e-05
53,لا يمكن ان تكون عقولهم صاحية هؤلاء تعدوا مرحلة الهبال هههههه الله يلعنهم هم ومهديهم,ANGER,ANGER,0.9854158005521401,7.321826756961382e-06,0.0010846895855532615,0.0003741392598094949,0.006804249693803438,0.006313799081948678
54,شكرا ماقصرتوا يعطيكم العافية,JOY,JOY,1.0722570894985612e-06,9.222522411470028e-08,2.95610457176099e-07,0.9999956942666521,5.759229234243414e-07,2.2697176546146413e-06
55,ماضيهم حزين و ملئ بالمشاعر الحزينة من طلاب شويو وين كانو و الحين وين انتهى فيهم المطاف وقفات جينتامية,SADNESS,SADNESS,6.998782982860624e-10,1.2244618933287788e-09,4.335833851683677e-10,6.779656915542657e-09,0.9999998577978987,1.3306451783903905e-07
56,المبلغ المذكور هو يستخدم للرشوة أخي أنس و ليس له علاقة بالإتاحة للقراءة فالمجلة هي نفسها أتاحت للكل القراءة بالمجان أو الوصول لأي بحث في عددها بكل سهولة أما وجود تلك المجلات لتعزيز النشر العملي فهذا صائب من ناحية ولكن أغلب المجلات المفتوحة الناشئة ركز على الناشئة حاليا تستطيع أن تنشر أي بحث لاحظ أنني قلت أيضا أي بحث أما الإشتراك السنوي للطلاب والأكاديميين للشركات العالمية حسب وصفك لا يتجاوز نصف أو نفس القيمة للطلاب وغالبا تتم تغطيته من قبل الجامعات التي تعمل فيها كأكاديمي في تلك الحالة أنت غير مجبر على دفع أي مبلغ للقراءة طباعة أو توزيع موضوعنا هنا أن المجلات في الغالب أبحاثها لا تأثير لها في الوسط العملي أو دعنا نقول معدل التأثير قليل جدا وهو ما يسمى تحياتي,SURPRISE,SURPRISE,1.224901443807968e-60,7.536600982954861e-70,8.486452015358198e-43,1.1979720993289182e-37,5.0250827788890745e-33,1.0
57,جزاك الله خير الله يرحم فهد ويجمعكم في مستقر رحمته كل ما أشوفك تذكرينه في كل بوست تخنقني العبرة الله يرحمه ويغفر له,SADNESS,SADNESS,2.1723925031308147e-08,6.681453170048367e-09,1.4722706327081503e-07,0.0681200335394902,0.9316318782083619,0.00024791261970652745
58,لين دحين مفجوعة من نحف لونا فسنابة امبر امس,FEAR,SADNESS,3.2509588249503785e-05,0.0018604451365442501,0.33658725796277306,0.0018891272849194994,0.6439513192171249,0.01567934081038417
59,ياهجوس الشعر بالله ساعديني خاطري ضايق ومعك ابغا أتسلا ساعديني بالحون ولاعبيني وطربيني خلي الهم  إيتجلا نواف بن دريع,SADNESS,SADNESS,5.377974140566461e-11,4.701823501585686e-07,5.5562764894164954e-08,4.12828700512673e-08,0.9999993959173826,3.7000859334836286e-08
60,مليونير وتعذب بفلوسه في الدنيا قبل الاخره الي يبي يأخذ هيفاء وهبي والي عارضه أزياء والعيال بتذابحون على الفلوس وحاله وصخه الانسان البسيط المستور حياته اجمل والذ واريح الف مره من هالملايين القذره,DISGUST,DISGUST,1.5710241165150477e-09,0.999993335266408,6.6324893909987016e-09,8.191068032244369e-08,2.9240196197337008e-06,3.65059979740382e-06
61,اذا سافرت سيتم عمل هولد لك وإذا رجعت وطلبت اعادة الصرف سيوجه لك إنذار أكاديمي هذا من تجربة احد الزملاء قبل ثلاث أشهر,SURPRISE,SURPRISE,3.8667248674610525e-10,4.4935935914408443e-13,1.9881218989252703e-07,0.008801570902960939,0.0010957912844955899,0.990102438613222
62,نوال الزغبي اول وحده بكليب الليالي وطول عمري قبل ميريام وهيفاء يغنو,ANGER,ANGER,0.597106348871071,0.003968565116012133,0.009423937859138282,0.07049945290160847,0.3042514169826365,0.014750278269537126
63,وجهوا رسائلكم لهولاء النقل الخارجي,SURPRISE,SURPRISE,0.004716698627620846,0.037749997483343165,0.07223412059835957,0.023414082513890672,0.030427383251724793,0.8314577175250601
64,هذي الحين حصار من اشهر من حزب الله لاتصلهم المواد الغدائية,SADNESS,SADNESS,6.254172404955421e-05,6.748911208523169e-07,1.007208449309282e-05,0.0002967439671079319,0.9973609220652747,0.002269045267954817
65,مدري العمى بالعين ولا الوله زاد يـاكـثـر ما شوف البشر يشبهونك,ANGER,ANGER,0.9956946414177587,4.963186948019966e-06,2.6915554031025595e-05,1.9235823467055406e-06,0.004150601041325492,0.00012095521759395293
66,يلا الحين الا يبون يبدون الرجيم صح المشي زين ليكم هالحزه رفع سعر البنزين,SADNESS,SADNESS,0.0012106489108029946,5.976254650973847e-05,2.8550298143609335e-07,1.1676624789217833e-06,0.9984727022214903,0.0002554331557265983
67,كلنا كنا خايفين من لوفي و تخريبه للخطة راح عن بالنا ان سانجي اكبر خروف,FEAR,ANGER,0.6405108591733144,9.120187446486846e-06,0.3573993441758289,0.0006947346188463647,0.0008060639576581159,0.0005798778868966084
68,ياليت والله نرفع تظلم جماعي لديوان المظالم خطاب جامعة القصيم اتذكر كان فيه شرط عجيب اذا كان للمعيد ظروف منعته من اكمال الدراسة يقدمها وسيتم مناقشتها سريا وكان الظرف أصلا معلوم وهو عدم توفر المحرم,FEAR,SURPRISE,3.811925335108471e-11,7.298657451180994e-09,5.1217163155966264e-05,0.0268733433856633,0.01004481371640677,0.9630306183979843
69,هذا اجراء متبع من قبل الملحقيات مع مبتعثي المؤسسات الحكومية ويمكن لمرجعك الاستفسار بخطاب رسمي موجه للملحقيه اظن ان الامر اصبح بغايه السهوله في ظل الربط الالكتروني بين الملحقيات والجامعات,SURPRISE,SURPRISE,2.2176961967287623e-15,7.071100715400366e-14,1.4455489187442717e-08,3.5889046107900754e-08,5.619164683722619e-07,0.999999387738927
70,العهد الجديد للكويت العزيزة برجالاتها وقياداتها الشرفاء والمخلصين الذين أخذوا على عاتقهم حفظ وحماية مستقبل الكويت وأجيالها القادمة الذي هو أمانة في أعناقهم وذلك بوضع الأمور في نصابها وتطبيق القانون السيادي ومعاقبتهم بالعقوبات الجدية والرادعة وعدم الإكتفاء بسجنهم لبضعة سنوات فقط وخصوصا على المزورين الذين أغتصبوا حقوق أهل الكويت الأصيلين بدون وجه حق ولاوازع من ذمة ولاضمير فهولاء يتوجب سحب جناسيهم وكل من يمت لهم بصلة وكذلك معاقبة من تواطئ معهم وسحب جناسيهم كذلك منو من كان عقابا لهم على ماأقترفته يداهم,SURPRISE,SURPRISE,4.561480004241164e-43,6.672189288892217e-41,6.581394104310588e-29,4.1851780568496734e-30,1.6384999889443088e-23,1.0
71,اقسى شعور أن يتمناك الجميع  إلا من تمنيته,SADNESS,SADNESS,1.4123160948836295e-05,1.7711040641365915e-07,8.000882544498653e-06,0.00022771029795497056,0.9993246898361131,0.000425298712034059
72,امنيه ان اخط بقلمي له ويسمعها بقلب الاب واعجاب البنت ملهم انت يا سلمان الحزم,SADNESS,SADNESS,1.1853989802495622e-06,1.71051675481205e-07,6.306709937514836e-09,4.401078391233926e-07,0.9999978578912795,3.392435034481527e-07
73,مشكلة هذولا المتخلفين مايتوبون من التطعيس,ANGER,ANGER,0.8501560179896559,0.0043680367980222234,0.005014581489940887,0.06688546467852602,0.05244644415221517,0.02112945489163706
74,طيب هل الاسئله بالعربي او بالانجليزي ومشكور على الرد,JOY,JOY,2.379522083188288e-05,1.1979222338399131e-08,1.5183750984801595e-06,0.9992829390104256,0.0005200424757698487,0.0001716929386513498
75,احسنت  وليس فقط الاكاديميا  افتح اليوتيوب تجد الفرد العربي الخليجي المثقف لا يستخدم العربية بشرح برامجه وتثقيفه  وكنت اتضايق واكتب لهم انت عندك خير ومعلومة  لماذا توجها للغرب او المطلع ثنائي اللغة  وجها لشعبك المحتاج,SADNESS,SADNESS,1.0410293740489936e-13,4.5452376007434685e-12,6.174969019870062e-10,2.1360496893446303e-08,0.9999941861309093,5.7918864241582066e-06
76,مشكورين الله يعطيكم العافية الحمدالله عندي موافقة من الاديتور وخاصة ان السوبرفايزر حقي هو مالكها وهو مشارك معاي بالورقة حقتي بس مسالة تزبيط الصورة هي الي ماعرفت لها,JOY,JOY,7.779028064973801e-16,1.2003441537905531e-14,5.010801574394832e-14,0.9999999962009838,1.8076510763714243e-09,1.9913070183893253e-09
77,عادي ابعثي ايميل الان واذكري انك مازلت متحمسة لسماع رده بعد المقابلة وأشكريه في نهاية الايميل,ANGER,SURPRISE,0.004009933677347904,9.887987882071544e-07,8.64311038698652e-05,0.09779675048113456,0.031152936814836534,0.8669529591240238
78,والله انت ليش متضايق من جنسية معينة اشوف كل تعليقاتك عن هذول بالذات للعلم هذول اكثر جنسية فادت الكويت بس انتا خذتها من منحى طائفي رخيص وهابط يدل على التربية الغير سليمة تحتاج اعادة تأهيل او علاج مصحة,SADNESS,SADNESS,5.80756993034406e-07,2.479664894268272e-14,2.245423317273017e-12,6.929956667272298e-11,0.9999991646450973,2.545263282306117e-07
79,المشكلة انه فيه تعالي علي ما ادري يمكن هذا طبعه وغير كذا اذا أرسلت او كلمته رده مثل اللي يقول لا تزعجني هذا اللي يخليني اطرح عده تساؤلات عجيبه في نفسي من تعامله علما أنه جديد بالقسم,FEAR,SADNESS,1.1935441481625873e-06,2.1616548880025124e-12,0.019786057528410922,6.619509110967591e-06,0.8547125126522263,0.12549361676393153
80,وكذلك المدينة سيتم الإعلان عن حزمة من فرص العمل قريبا إن شاء الله,SADNESS,SADNESS,4.280251038334251e-05,6.069486014414138e-07,1.905074092975835e-05,0.04522903729059374,0.9236739213349737,0.031034581174516428
