,Original text,True label,Predicted label,ANGER probability,DISGUST probability,FEAR probability,JOY probability,SADNESS probability,SURPRISE probability
10,معرصين كترو اوي يا جدعالبلح طرح,ANGER,ANGER,0.9999949628713513,9.623786980922547e-07,3.769982496262019e-08,1.3362842359501085e-06,2.3680966174964568e-06,3.32669274039959e-07
11,ياعالم وسخه احترموا مهنتكم ياكلاب المفروض تصريح التأييد للضربه اول حاجه تعلنوها,ANGER,ANGER,0.9999991705744862,5.487416431802225e-07,2.5550337809813293e-09,1.935285360288786e-07,8.410658698057847e-08,4.937185301294166e-10
12,كفايه كذب ياادمن ياعرص دي ليله جمعه حرام علي امك,ANGER,ANGER,0.999999969447146,2.9921407951737953e-08,2.501439670673285e-11,1.8780114843169727e-10,4.153903814610992e-10,3.237416926252193e-12
13,وهو السيسي هيوقف حرس علي كل واحد ابن وسخه مريض بتاع عيال وهو ده مكانش بيحصل يعني قبل السيسي,ANGER,ANGER,1.0,5.475961968098426e-17,1.049387779736087e-22,1.2139511325421468e-19,1.0499594917919945e-15,8.567716901407411e-17
14,كل سنه وانتو اوسخ جريده ياشويه معرصين,ANGER,ANGER,0.9999999998317364,1.2114527866780446e-10,2.3530414414620387e-12,2.900596644908586e-11,1.1962315551576087e-11,3.80048506611638e-12
15,هتا تقرف هتا الاطفال,DISGUST,DISGUST,0.00014201683535218225,0.9997148511749865,1.1011671032735474e-05,7.896506557881401e-05,4.290696502108022e-05,1.024828802745289e-05
16,عشان اللي ماسكينها شوية حرميه ولاد وسخه,ANGER,ANGER,0.9999999965551112,8.622331855229112e-10,1.6885111620866285e-11,4.4302996169979214e-11,2.478185906504773e-09,4.32825031444346e-11
17,هههههههههههه خليه واقف ورا ترامب مش بقولكم انتم جريده معرصه بتوع تطبيل,ANGER,ANGER,0.9999999999913456,8.494098841858882e-12,4.96617613058532e-16,3.09285595139963e-14,1.2732308740570855e-13,5.297170805292516e-16
18,شبه اه ياعرص ما تقول مطيز زى طيزها صفحة علقه,ANGER,ANGER,0.9999999788540637,1.5756936903119283e-08,2.6097588928362003e-10,1.2917939389179964e-10,4.894406160848955e-09,1.0444050677571668e-10
19,شكرا يا دكتور على الإمتحان إبن الوسخة ده,ANGER,ANGER,0.9999977373101762,2.347103999606804e-09,1.5065279129583916e-09,1.4354567215714858e-06,7.944399439929727e-07,2.8939528984309438e-08
20,أوسخ بشريه الشرطه المصرية,ANGER,ANGER,0.9993169721385987,8.770573261759676e-05,3.514051058825203e-05,8.399793016049972e-05,0.000410774891699195,6.540879633428414e-05
21,ي ولاد الوثخه ي معرصين,ANGER,ANGER,0.9999909893336566,3.3946304156354818e-06,3.417499462742281e-07,1.0040225893695174e-06,3.421628657484683e-06,8.486347360776291e-07
22,واضح انكوا عيله وسخه ومخنثه هههههههه,ANGER,ANGER,0.9999990412592417,1.1925425304396483e-07,1.5766706601229424e-07,7.484688555641569e-08,3.101662896419846e-07,2.9680626371686306e-07
23,كم انتم معرصيين,ANGER,ANGER,0.9953844624849422,0.0002840281038180106,6.354256728711124e-05,0.0022588383729791376,0.001654102907936357,0.00035502556303629795
24,دمت معرصا,ANGER,ANGER,0.8870412647071657,0.023601621221437115,0.009552425199415935,0.034492381962049685,0.029489619122799467,0.01582268778713189
25,بلحه العرص,ANGER,ANGER,0.9999905126402076,1.3023130819931314e-06,5.270929562525505e-07,1.9032540111050062e-06,4.881620174261672e-06,8.730795695830636e-07
26,وياترى نسمى العرص إللى عندنا ايه,ANGER,ANGER,0.999998192167041,4.900575033512225e-07,4.0389145480994914e-08,7.030218820358902e-07,4.6348434281722956e-07,1.1088008326245917e-07
27,خودونى معاكم و النبى من البلد بنت الوسخة دى,ANGER,ANGER,0.9999999024330796,5.156913103327101e-08,3.270457353268815e-11,3.4111305669952783e-09,4.221327608531076e-08,3.4067969333126687e-10
28,ربنا بيكشف الحكومة وكل عرض بيعاير الشعب ويقولة انت مش زى سوريا او العراق احنا بيكم أوسخ من اى بلد وجبتونا ورا سنة قبل مصر لم تكن تعرف الديون من ساعة مامسكها الجيشوهى جايبة ورا,ANGER,ANGER,1.0,1.4045970142457813e-18,1.875939206368179e-23,1.3533126432126976e-18,5.327225643648028e-16,9.357147684338977e-20
29,فتن مين يا خونة يا ولاد الوسخة,ANGER,ANGER,0.9999999990116777,6.39711831341019e-11,9.973368029358405e-13,9.204004511731346e-11,8.203201249141857e-10,1.0994606542056588e-11
30,دوليه حقيره بنت ستين وسخه,ANGER,ANGER,0.9999998524733835,8.441783905914526e-08,4.206573381465807e-09,8.181152239841615e-09,3.8982830090132886e-08,1.1738221362937415e-08
31,لجان بلحة العرص ميختلفوش كتير عن لجان المرشد كلكم بهايم ولاد كلب,ANGER,ANGER,0.9999999999999858,9.312631002230348e-15,1.244208327309166e-17,3.5515745964165086e-16,2.956994006480806e-16,9.819746705000447e-18
32,شعب وسخ عايز الحرق,ANGER,ANGER,0.9999981061722237,4.953406217652832e-07,6.202032725097072e-09,8.153747530592188e-08,1.3049755683609708e-06,5.772077419814999e-09
33,أتباع بلحه الكلب خرا عليكم يا معرصين,ANGER,ANGER,0.9999999971797635,4.2346338345782586e-10,3.5367678432386035e-12,2.7685164823615634e-10,2.04360731087614e-09,7.27798527084752e-11
34,الصهاينة اللي بجد بيدخلوها براحتهم ويدوكم انتم وسيسكم العرص بالجزمة ياشوية معرصين,ANGER,ANGER,0.9999999974808134,2.436878888587482e-09,9.6968597104646e-13,3.0745639233152604e-11,4.930874975425582e-11,1.2894952779495784e-12
35,ههههههههههههه ابن الوسخة,ANGER,ANGER,0.9999951238494706,3.963848663243607e-07,1.0641473164703516e-07,1.5631720733261686e-07,3.6224724474588345e-06,5.945612780742752e-07
36,وبعدين انتو مش محتاجين حالة طوارئ انتو تاخدو اللي انتو عايزينه ومحدش هيفتح بوؤه بلد بنت وسخة,ANGER,ANGER,1.0,1.1813595934884448e-14,3.3893816780121767e-19,5.873759965546674e-20,1.732944766278667e-15,5.749458516279364e-19
37,مفيش كافر غيرك ياملحد يابو دقن وسخة بتتادرو وراها ياانجاس,ANGER,ANGER,0.9999991425697042,2.7061730356184445e-07,9.672332459163755e-09,4.829221850064923e-07,9.262177694885584e-08,1.5967015724551283e-09
38,الشراميط والشواذ حبايب بلحة العرص,ANGER,ANGER,0.9999985660583923,2.862060127593012e-07,1.140940453635854e-07,6.656872495496291e-07,2.8836094767350085e-07,7.959335540012138e-08
39,ياجريدة وسخة أرجل مافيكي إسمه أبولمونة هي دي الديكتاتورية ياولاد المرة,ANGER,ANGER,0.9999999986471835,1.2527692851893477e-09,7.519340784213836e-12,3.085432163942704e-11,3.9177906944326196e-11,2.2499713971905602e-11
40,جشع تجار إيه ياولاد الوسخة والكهرباء والغاز والمياه لهم تجار هما كمان انتوا خربتوها وعاوزيين تشيلوها للشعب,ANGER,ANGER,0.9999999999988631,9.413058010982642e-13,8.097014526040674e-16,8.074183366745458e-15,1.9360876516452385e-13,6.992458942693774e-16
41,اصل دول كلاب المرشد العرص,ANGER,ANGER,0.9999997261975173,3.4786728764430564e-08,1.0400616425127816e-09,4.719781244908286e-09,2.3132108317128448e-07,1.934824806132546e-09
42,مش معقوله مش ممكن مش قادر اصدق يا نهار اسود ومنيل يخرب بيتها بنت الوسخة الفاجرة دي قليلة أدب عاوزه الحرق والله,ANGER,ANGER,0.9999999999999716,1.8569229765802867e-14,5.5472929285837325e-22,1.6069479299385386e-17,6.237799229736344e-16,7.358384944099966e-19
43,هو الدنيا جري فيها ايه ياولاد الوسخ,ANGER,ANGER,0.9999999582806334,1.6227281379397205e-08,8.885291818321673e-11,1.6308212562308322e-09,2.3069458135812757e-08,7.029496985462003e-10
44,المعرصين بزياده,ANGER,ANGER,0.9996429949299654,7.459271224358832e-05,3.019035418978932e-05,0.00010901286391098368,9.320167681540559e-05,5.0007462875205054e-05
45,ادمن وسخ,ANGER,ANGER,0.9998413145733194,2.589990914799999e-05,1.0482625006422067e-05,3.785119465877116e-05,3.2361270817951144e-05,5.209042704977333e-05
46,يادى قطر اللى مجنناكم اتحدى أى شخص مهما كان منصبه وموقعه يثبت أو يدين قطر بدليل وإثبات واحد ف حين كل الأدلة بتدين الإمارات بنت الوسخة راعية الارهاب ف الشرق الاوسط ومصدر تمويل الثورات المضادة والانقلابات العسكرية ودحلان وحسابات تمرد تشهد,ANGER,ANGER,0.9999999999998863,6.774386952408741e-15,1.8407511588045389e-16,7.708439109421775e-19,8.443731000808778e-14,8.590990546458738e-16
47,بطلو كدب يا ولاد الوسخه العساكر معاهم موبيلات حديثه وسهل يستخبى مفبرك ازاي يا ولاد الجزمه,ANGER,ANGER,1.0,2.746216528202893e-15,9.588281420003117e-18,1.9751819191212644e-16,6.599658901229766e-16,1.3160398298451283e-17
48,هلوسه الجزء الثاني بعد الاقبال الرهيب علي الجزء الاول من هلوسه والي اتجاوز عدد قارئيه خمناشر واحد بعون الله وبلا فخر كسرت الدنيه وفرتكت الفرتكه خت بالك انته من كلمه قارئيه دي  تحسسك اني كاتب في جريده الاهرام لا وتحسسك انك بتقرأ لحد جامد بجدبس انا كنت متخوف فعلا من التجربه دياه متخوف من النقض وان الناس هتشفني مش كاتب ولا نيلهولا حتي انفعبس واحد صحبي من الخمناشر الي قولتلكم عليهم قلي ياعم ولا يهمك  اذا كنت انته مش كاتب فا اكيد احنا مش نقاض  الحقيقه عجبتي الجمله دي اوي  لا وشجعتني اني اكتب اكتر  يلا مليش دعوه  هوه الي هيشل زنبكم وبعد عده ضغوطات من المعجبين والمعجبات قررت اني اكتب الجزء التاني بس ازاي بقا يجيلي نفس الشخص الشرير الي جوايه يأنب فيا يابني ياحبيبي انته بتهبب ايه لا بجد بتهبب ايه كتبلي حجات غريبه واحد مبيخلفش ووحده مبتخلفش وعيل بيبهدل في اهله ايه ياعم انته مجنون هه هه قولي بس انته شارب ايه دي ولا اجزخانه بحلها يلا ايه يابرنس جو ابرهيم الابيض الي انته داخل عليه بيه ده  انا عارف الحقد بيعمل اكتر من كده حقد لا دانته متخلف بجد بقا بقولك ايه يابني امشي من قدامي مش ناقصه فقع مراره انا مش طيأك طب ياعم متزوقش كلعاده مشيت الشرير الي جوايه وفضيت نفسي وقفلت الفيس والواتس وكل ما يتعلق بلترتر نت وتحت اضائه خافته في غرفه هادئه بدأت استرسل احداث الحكايه بااااس انا لقتها انا هعمل حاجه زي مائه عام من العزله واخلي الروايه كلها شخصيات كتير متلخفنه اجنن بيها الي امه دعيه عليه ويقرألي اي حاجه يا هخلي كل شخصيات الروايه شبه بعض بس مش مهم التفصيل دي المهم ان في نهايه الروايه حد يموت نمل يكله ياكل نفسه انا بنفسي اكله مش فرقه المهم اكتب اي هري والسلام هوه انا هخش يعني موسوعه جينيس للقصص الفشيخه طب هوه ليه لازم اعمل حاجه شبه الي قرتهم طب محاول اكتب قصه بجد من دماغي لقتها يامعلم انا اكتب قصه حب جميله اه هيه مهروشه بتاع سبع تلاف مره في كل المسلسلات والافلام بس انا هدخل فيها درامه من نوع تاني لمستي الفنيه بقا همه اتنين بيحبوا بعض اوي لا همه بيعشقوا بعض من ايام الكليه واتفقوا انهم يتجوزووا وفعلا حربوا اهلهم انهم يتجوزا ويعيشوا مع بعض بس شوف القدر بقا ياأخي يحصلهم نفس الي حصل للاتنين الي مبيخلفوش فكرنهم اه الراجل الي كان عندوا التهبات في البروستاته والست الي كان عندها مشكله في الرحم  اه الي خلفوا عيل جاحد دول بس المرادي بقا دول مش هيخلفوا احسن ده كان واد هيقرفهم وهيجننهم زي مانتم شوفتوا قبل كده بس همه اتفقوا انهم يتبنوا عيل من الملجأ ويبقا ابنهم ويربوه ويكبروه ويشاء السميع العليم يامؤمن يطلع الواد نفس الاخلاق الزباله بتاعه الواد التاني فكرينه ويطلع عين الي جيبينه ويكرهم في عشتهم فا الاب ينتحر بعد ماالواد ربط ابوه ادام التلفزون اسبوع  مش دي المشكله المشكله انه كان مشغل التلفزون علي احمد موسي وده الي الراجل مستحملوش مسكين كان بيحب يتفرج علي لميس والام تتشل بسبب انتحار جوزها والواد ينحرف اكتر وينضم لجماعه ارهبيه ايوه من الي مليين البلد اليومين دول اه احنا مبنشفهمش بس موجودين هوه احنا هنفهم اكتر من الكبير ولا ايه  مسا مسا ياكبير بعد مينضم للجماعه هيروح يفجر الملجأ الي اتربه فيه عيل جاحد هنعمل ايه انا بقول من الاول حيوان منوي ابن جزمه ده لا يمكن يكون بتاع انسان ده حيوان منوي من كلب وكلب مشرد وجربان ورجله مقطوعه وملوش ديل كمان يلا ربنا يولع فيهم كلهم يلا افتكوم بعفيه ده لو التفجير مطلكمش لو عجبتكم متابعه,DISGUST,DISGUST,3.828028426385904e-117,1.0,5.450802676240373e-277,1.5136315767554982e-234,1.8569321657247282e-180,2.3474867632531183e-229
49,الا الوسخين بتوع مصر بيجبو ترامب وبيحبو بشار النجس ربنا يولع فيهم كلهم,ANGER,ANGER,0.9999999924633016,1.3130720345783232e-10,1.4152891434558751e-14,3.745272373212502e-12,7.401421420397887e-09,2.0815111388545736e-13
50,سعيد ياابن اللوطي الخول عاشور هلال يااخواني ياللي امك زانية فيك وجابتك من الحرام والعرص ابوك عارف وبيطنش علشان الفلوس دانت ابن المرة المتناكة يامعرص ياابن الزانىه يابتاع المعرص اردوغان ياابن المرة الشرموطة السيسي سيدك وسيد البلد ياابن الكلب يالوطي,ANGER,ANGER,1.0,2.2174226881506051e-35,4.320624214320592e-41,1.6550675612190737e-39,2.6361106159850145e-37,1.4026120807182903e-39
51,والله انتو نواب ولاد وسخة الواحد غلط إنو انتخبكو بدل مترعونا وتشوفو طالبتنا وتهونو علينا العيشة الغالية دي بتنزلو كل قرار وقرار تدونا علي دمغنا بية,ANGER,ANGER,0.9999999999888303,9.754262941821192e-12,4.0638153273044883e-16,2.6231525124605527e-14,1.3811029244338643e-12,8.326479999354901e-16
52,زعبلاوي العرص رجع تاني,ANGER,ANGER,0.9999648568702797,7.061822021789703e-06,1.1317665293831142e-06,6.7632800649242694e-06,1.1759805693167861e-05,8.426455413328902e-06
53,النهاردة ذكري الفض ذكري اوسخ يوم شوفته في حياتي,ANGER,ANGER,0.9998801848786251,1.8538097762353908e-05,1.869570019272477e-06,6.3072791909326e-06,5.794227910102841e-05,3.515789529645056e-05
54,انت متغاظ منه ليه ياراجل ياعرص,ANGER,ANGER,0.9999954996231551,7.359000179742923e-07,2.5381035549816923e-08,2.499000528144047e-07,3.068913282889448e-06,4.2028245758549746e-07
55,ربنا ينتقم منهم عالم وسخة مفيش تربية ولا اهل,ANGER,ANGER,0.9999999947871743,2.11697571696076e-10,1.1480665599190913e-13,7.681178227475838e-11,4.923800756928313e-09,4.0223054393340706e-13
56,مش انا بس اللى عارف كل حاجه الشعب كله عارف كل حاجه انت نفسك عارف كل حاجه بس فيه فرق بين اللى بيقول الحق وفى فرق بين اللى بيعرص ويخاف,ANGER,ANGER,1.0,3.363838474178534e-19,5.4899805932287535e-33,4.022635573918187e-25,7.532037222137193e-16,8.799341274617532e-25
57,هههههه اسال المعرص مين ايه حجازي,ANGER,ANGER,0.9999992501774213,3.7672416215015873e-07,2.4838827096392688e-09,3.3015802912854867e-07,3.461165553487812e-08,5.8448473514870115e-09
58,انت يابن الوسخه,ANGER,ANGER,0.9999891454574444,1.7055428622149044e-06,2.68752962203052e-07,2.8073448095000315e-06,4.664013172859272e-06,1.4088887474855817e-06
59,كسمك وام محمد وعائشه القحبه والعرص ابو بكر الكلب,ANGER,ANGER,0.9999997004108274,2.164845415980562e-08,3.1323040100697777e-10,4.805342732539995e-08,2.254350925836823e-07,4.138966902709895e-09
60,بس يا سودانية يا وسخه البصيره ام حمد مخلص,ANGER,ANGER,0.9999998701972941,1.794381851049051e-09,8.779347186937282e-11,6.817051882821535e-08,5.92901844167235e-08,4.598227810160273e-10
61,جريدة وسخه,ANGER,ANGER,0.9999967403956033,5.400690560812038e-07,2.1858537650155273e-07,7.892791767760702e-07,1.3496048101457268e-06,3.6206597748896425e-07
62,اه يابلد وسخه من الاولكم لي اخرا واحد,ANGER,ANGER,0.9999982347035561,6.353205220254211e-08,2.344222606956028e-09,4.973819499262871e-08,1.6042643357722776e-06,4.541764153822801e-08
63,ربنا يعينكواا حاجه بنت وسخه الصراحه عيال كلها خرام,ANGER,ANGER,0.9999999590887123,3.354469739120138e-08,1.2413210987598123e-12,3.427812863213822e-11,7.2326521785386535e-09,9.84154844526963e-11
64,طب والعربيات الهمر جضرتك متاجرة بروض يا جريدة وسخة,ANGER,ANGER,0.9999990745454587,3.3581186412782566e-07,9.717690148884444e-09,5.300672570892479e-08,5.148800393352011e-07,1.2038222633319325e-08
65,لا انت عبيط علشان تقعد تقرفنا كل يوم,DISGUST,ANGER,0.987679932593899,0.006346058703839624,1.7229780527852715e-07,9.427462603176469e-05,0.0053308039011534265,0.0005487578772682803
66,هو أو حد يقول الحقيقه يبقى اخوان يا معرصين يا لجنه,ANGER,ANGER,0.9999999981717451,1.8344587152831195e-13,3.888794118734966e-14,3.918647647162792e-13,1.8205381203678395e-09,7.109365746258839e-12
67,هو العهر والفجور انتصار يخرب دماغكوا الوسخة,ANGER,ANGER,0.9999872236357048,3.609212752515238e-06,2.6705840949571756e-06,4.538550480347969e-06,1.1485142624804396e-06,8.095027044406658e-07
68,المسيح برئ من تواضروس وأشكالكم الوسخة,ANGER,ANGER,0.9999809731007149,2.469844778454373e-06,1.4177121761740239e-06,9.454860577499715e-06,3.2950113194126324e-06,2.3894704302548776e-06
69,دا بيؤلو مرحبا بعرص مصر,ANGER,ANGER,0.9995943493644988,7.567470209855606e-05,5.197733552853471e-07,2.981849854701436e-05,0.00029254280642747424,7.094855076263261e-06
70,احييييه كسم ام دي دوله معرصه,ANGER,ANGER,0.9999995914885158,3.8620081705019025e-07,4.420774001591372e-10,2.331785255098419e-09,1.7514083992720246e-08,2.022720805897468e-09
71,مش دي العيراء الي مش هنبقا زيها امعرصين,ANGER,ANGER,0.9999434540370994,4.9862841164502227e-05,4.511313082672123e-09,1.1876326705836578e-06,5.20644737073167e-06,2.8453037534243144e-07
72,مين ابن الوسخه الي بيفكر الافكار دي اكيد هو الي زود تذكرة المترو وهو الي عايز يعمل فيسبوك بفلوس وهو برده الي كل شويه بيرفع ف الاسعار,ANGER,ANGER,1.0,7.517013323591325e-16,2.872871052620778e-23,1.2655599914500444e-20,2.6525965053069514e-16,5.239806678197798e-21
73,نضفو الجريدة من اشكالها الوسخة دي,ANGER,ANGER,0.9999980607821799,7.998278875432418e-07,8.74491612478855e-08,3.8880464883893707e-07,4.91180641235283e-07,1.7195548330718305e-07
74,هما دول نجوم المجتمع دا كلهم أشكال وسخه,ANGER,ANGER,0.9999999994484767,4.4698021854531954e-10,1.316273713972125e-14,1.5442823223485078e-12,9.693467699623036e-11,6.05016766332805e-12
75,ياجريده بنت وسخه بطلي حرب علي الاسلام بنشرك للأخبار دي,ANGER,ANGER,0.9999999999563016,3.5130915379292746e-11,3.171912724884347e-13,8.504943022586658e-13,6.035442048875087e-12,1.368385849227308e-12
76,وياخد العرص معاهم خلى البلد تنضف وفوقيهم البلحاوية البهايم,ANGER,ANGER,0.9999997920842038,1.663541392101244e-07,3.481509779350736e-09,2.0029003805210985e-08,1.4536955182800973e-08,3.514195024931171e-09
77,أحب اقول العرص اللى بيقول الكلام دا دا فيس بوك مش فيس ابوك,ANGER,ANGER,0.9999999999992326,2.5440353844327224e-13,8.877364778390516e-18,1.3042475495152735e-14,5.029282237972463e-13,1.049680697236482e-15
78,ملعون ابو السياحه ده حتى فلوسها وسخه المهم جنودنا اللى بتموت ربنا يتقبلهم شهداء وينتقم من الكفره الارهابيين,ANGER,ANGER,0.9999999999983515,1.2530346598054616e-12,8.108509128883878e-17,6.212216410497678e-15,3.9061577559154257e-13,4.2126960707571393e-16
79,جلد اكتروني افضل من البشري اتفووووو عليكي صفحه وسخه,ANGER,ANGER,0.9999997425176493,5.644332814284469e-08,2.6592685228364343e-09,1.9104501596926228e-08,1.1131960655579403e-07,6.795563991190578e-08
80,الصحافه المصريه اوسخ صحافه,ANGER,ANGER,0.999795343919022,0.00017309332306138483,2.7740890225795607e-06,6.631028749353118e-06,1.441231342071375e-05,7.74532672634559e-06
81,مش عايز اشتم الفيس متراقب يا ولاد الوسخه,ANGER,ANGER,0.9999999973440126,2.482191807869832e-10,6.247516059837174e-14,4.261713418184066e-11,2.36403081340334e-09,1.0554466410062572e-12
82,لا انته هاته ال الف وانا اسيب ام التعليم عالم بنت وسخه ع دوله بنت وسخه,ANGER,ANGER,1.0,2.1505685926117015e-17,5.38697573398556e-20,5.79896983432084e-18,9.882359804254396e-16,1.0018143171193572e-17
83,هو ليه كل الناس مضايقه و مخنوقه  و ليه مفيش حاجه تفرح,SADNESS,SADNESS,0.487602365883647,0.002417306055507531,5.790355190771817e-10,8.431867302626914e-07,0.5099794599963801,2.4298700665228265e-08
84,المفروض اصلآ اتحاد الكره يبعت شويه معرصين من اتحاد الكره وللجنه الحكام والمسابقات يلاعبو المقاصه وياسلام لو الجماهير للماليم,ANGER,ANGER,0.999999999721723,2.295794156085989e-10,2.1405629488950196e-11,1.4854496420349505e-12,2.5729704236436897e-11,7.785433987719294e-14
85,خارجين مين يا معرصين,ANGER,ANGER,0.9999945042403793,4.041027842780017e-07,2.8783884465270368e-08,1.5411962306628234e-06,3.320763385389487e-06,2.0091333391095861e-07
86,للاسف الفيديو صحيح للاسف يبلدي يناس يوسخه يااعلام ابن كلب,ANGER,ANGER,0.9999989795501654,2.12161139002387e-09,3.0924452895046267e-09,6.5524792471266015e-09,1.0068455036436256e-06,1.837794988787826e-09
87,بس يا ابن الوسخه علي الصبح يلعن ابوكم علي ابو اللي وصلكم للحكم يا كفره يا مجرمين,ANGER,ANGER,1.0,4.0336365966790914e-19,3.762249505823927e-21,2.1067579516131995e-18,5.840654761818809e-16,7.358024187511584e-20
88,انتو مفيش وراكم غير الدقهلية يا ولاد الوسخه البلد مليانه حوادث وقرف ليه مركزين مع الدقهلية,ANGER,ANGER,0.9999999999999432,4.930049897352384e-14,2.3548105236996752e-18,4.603531399981841e-17,9.424622038122842e-15,9.554883302005148e-19
89,جريدة وسخة بس خلاص,ANGER,ANGER,0.9999990402687069,1.2275107532421032e-07,5.359567132862904e-09,1.367785326088662e-07,6.543511676093209e-07,4.0490950744647025e-08
90,مش عارف حاسس ان اسمه مش كده اسمه المعرصاوي الخولاني,ANGER,ANGER,0.999996069494892,1.1802947355588907e-08,2.5579955642742815e-12,2.71910175312636e-09,3.9158509229128945e-06,1.2957782045560774e-10
91,المستثمرين طفشهم العرص,ANGER,ANGER,0.9996102426176765,0.00010014024583963557,4.032594944999541e-05,0.00011847306671726587,8.07493465808266e-05,5.006877373598191e-05
92,ايوه امال ازي يطلعوا ارهابين والله جريده وسخه اوسخ من السيسي نفسه,ANGER,ANGER,0.9999999999998863,8.062755166637482e-14,1.0038164213037735e-16,5.667436080011696e-15,2.651374386659542e-14,2.0734006834156754e-15
93,انتم الإرهاب بعرصكم باعلامكم بحكومتكم بوسختكم بمؤيدنكم قانون الطوارئ يا بلد بقر عشان ارتفاع الأسعار القادمه,ANGER,ANGER,0.999999553515565,3.8453706687591007e-07,1.2147265145044223e-09,3.9085210525538174e-08,2.1476302550403862e-08,1.7111488221869674e-10
94,كفاية عليكم التعريص ولحس البيادة داخل مصر متخلوش التعريص آفة أو ظاهرة عالمية من فضلكم يا ولاد المرة الوسخة,ANGER,ANGER,1.0,2.8348373757568194e-17,4.261301295781378e-19,1.4070034972730162e-16,7.661683205841634e-15,5.854574318253768e-17
95,كسم اللجان المعرصه,ANGER,ANGER,0.9999593396921755,1.678805844980821e-05,1.6901156741083756e-06,9.930736399242376e-06,1.0152946541246025e-05,2.098450760086901e-06
96,ابن مره وسخه دنتا هيتقلع لباسك,ANGER,ANGER,0.9999975820149162,4.6226074039024777e-07,4.7012220857572805e-08,6.695218735164432e-08,1.2665105012187276e-06,5.752494343645695e-07
97,خربها العرص,ANGER,ANGER,0.9998969582614503,2.152956189659848e-05,8.713788246319875e-06,3.1464189067595255e-05,2.6900634251123115e-05,1.4433565088070938e-05
98,احه وانتو كدا حليتو المشكله بلد وسخه صحيح,ANGER,ANGER,0.9999999713081569,7.628989533138932e-09,2.1061834723049866e-10,2.2651039169105053e-09,1.7432015539893224e-08,1.1551118226613508e-09
99,حوش ياد المصداقية الى بتخر من ميتين ابوكم اعلام وسخ,ANGER,ANGER,0.9999999929890606,3.798658866570716e-09,2.054621927665419e-10,3.803060869365674e-10,1.8539626877454432e-09,7.725437407568706e-10
100,وسأيبين لأعبين ألګوره وألممثلين وألأعلأميين أه يأ دوله وسخه,ANGER,ANGER,0.9999691135094609,1.670901479480601e-05,6.527571293603271e-06,5.563390962196546e-06,6.489454108076522e-07,1.4375680783457098e-06
