,Original text,True label,Predicted label,ANGER probability,DISGUST probability,FEAR probability,JOY probability,SADNESS probability,SURPRISE probability
14,كل سنه وانتو اوسخ جريده ياشويه معرصين,ANGER,ANGER,0.9999999983383319,1.4282825654827816e-09,1.923538915408394e-14,1.7920321745267904e-10,5.4060165549403337e-11,1.0040407402067605e-13
15,هتا تقرف هتا الاطفال,DISGUST,DISGUST,4.8060265241032463e-05,0.9998714873518653,1.0630743857888905e-06,4.042459735888682e-05,3.315929978262831e-05,5.805411367348325e-06
16,عشان اللي ماسكينها شوية حرميه ولاد وسخه,ANGER,ANGER,0.9999999750898002,7.231207703390431e-09,2.352720893175709e-14,9.393738142483983e-11,1.7584911132184603e-08,1.228063341043722e-13
17,هههههههههههه خليه واقف ورا ترامب مش بقولكم انتم جريده معرصه بتوع تطبيل,ANGER,ANGER,0.9999999998450164,1.4506092596388617e-10,1.6345867537761626e-15,5.370717841454436e-12,4.447036572286942e-12,1.0287346658078935e-13
18,شبه اه ياعرص ما تقول مطيز زى طيزها صفحة علقه,ANGER,ANGER,0.9999998218635698,1.6728705276097947e-07,1.2968195275182008e-12,9.5159937095135e-11,1.0746454372029887e-08,6.470098809078693e-12
19,شكرا يا دكتور على الإمتحان إبن الوسخة ده,ANGER,ANGER,0.9999994753246453,2.7012271659934302e-08,3.016384196356697e-13,8.819811916839656e-08,4.094507050749945e-07,1.3958535717273942e-11
20,أوسخ بشريه الشرطه المصرية,ANGER,ANGER,0.9955020352483253,0.0006742240066145052,2.1075166413891392e-05,0.0004007034352167541,0.003286871410077339,0.00011509073335180467
21,ي ولاد الوثخه ي معرصين,ANGER,ANGER,0.9999886915431901,5.910814408850155e-06,2.8564420448874703e-08,6.809871566534526e-07,4.5297348609625986e-06,1.5835596383200408e-07
22,واضح انكوا عيله وسخه ومخنثه هههههههه,ANGER,ANGER,0.9999973752569588,5.257529558961673e-07,2.7503371094405856e-08,3.3259451233593935e-07,1.5931531488849181e-06,1.4573905496959125e-07
23,كم انتم معرصيين,ANGER,ANGER,0.9985315679137048,0.000676366062655897,2.0428661829287677e-06,0.0005357301750297045,0.00024296770299409118,1.132527943132963e-05
24,دمت معرصا,ANGER,ANGER,0.8715338809622819,0.04897116608429386,0.0009146813852942278,0.02734291398899874,0.04608959498236752,0.005147762596762863
25,بلحه العرص,ANGER,ANGER,0.9999894915414822,2.332301872645579e-06,4.3562636513978806e-08,1.3022342451547593e-06,6.585192304905791e-06,2.451674588205391e-07
26,وياترى نسمى العرص إللى عندنا ايه,ANGER,ANGER,0.9999948615148713,1.70309128908869e-06,1.237398646977276e-09,2.424118254424574e-06,1.0034812684333997e-06,6.5569165616864824e-09
27,خودونى معاكم و النبى من البلد بنت الوسخة دى,ANGER,ANGER,0.9999998181169142,1.1539379611575643e-07,2.3697838674191113e-13,1.9047205931415157e-09,6.458067419288738e-08,3.6554486654964256e-12
28,ربنا بيكشف الحكومة وكل عرض بيعاير الشعب ويقولة انت مش زى سوريا او العراق احنا بيكم أوسخ من اى بلد وجبتونا ورا سنة قبل مصر لم تكن تعرف الديون من ساعة مامسكها الجيشوهى جايبة ورا,ANGER,ANGER,1.0,2.0304717063567194e-15,1.563810413148317e-31,1.0578676878883075e-17,9.145598554030377e-19,6.089421609988318e-27
29,فتن مين يا خونة يا ولاد الوسخة,ANGER,ANGER,0.9999999978201117,2.1428017136689052e-10,1.2330979377338166e-15,1.0403370013449802e-10,1.8615138338056154e-09,5.792825404304988e-14
30,دوليه حقيره بنت ستين وسخه,ANGER,ANGER,0.9999993021947821,3.5382463057993904e-07,2.3846371998748758e-09,3.6158709021077015e-08,2.926094439317601e-07,1.2827794594844368e-08
31,لجان بلحة العرص ميختلفوش كتير عن لجان المرشد كلكم بهايم ولاد كلب,ANGER,ANGER,0.9999999999993889,3.3782209102641657e-13,8.96463259907839e-18,2.2593210964233985e-15,2.719750718086549e-13,3.9059533500008774e-16
32,شعب وسخ عايز الحرق,ANGER,ANGER,0.9999966009049255,2.035549920759563e-06,1.1362150334236944e-09,1.5122048417913784e-07,1.204983624939347e-06,6.204829839724754e-09
33,أتباع بلحه الكلب خرا عليكم يا معرصين,ANGER,ANGER,0.9999999889016848,1.880293570674652e-09,1.0098991905036997e-13,4.2075517895595433e-10,8.795583011248587e-09,1.581428775854413e-12
34,الصهاينة اللي بجد بيدخلوها براحتهم ويدوكم انتم وسيسكم العرص بالجزمة ياشوية معرصين,ANGER,ANGER,0.99999977014488,2.1847539450969038e-07,9.098109339106247e-13,2.148589113727156e-09,9.225821532981023e-09,4.404566780623726e-12
35,ههههههههههههه ابن الوسخة,ANGER,ANGER,0.9999974601136433,1.1531012707776876e-06,9.287403066180003e-09,2.2141538695148407e-07,1.104594617418814e-06,5.148767735979685e-08
36,وبعدين انتو مش محتاجين حالة طوارئ انتو تاخدو اللي انتو عايزينه ومحدش هيفتح بوؤه بلد بنت وسخة,ANGER,ANGER,0.9999999999947136,3.4677228693461362e-12,4.876883770562234e-21,1.0809227601112848e-17,1.8191035120747853e-12,2.8466855303390136e-19
37,مفيش كافر غيرك ياملحد يابو دقن وسخة بتتادرو وراها ياانجاس,ANGER,ANGER,0.9999689985448733,1.837713466650612e-05,2.8951686342333497e-08,5.381964234888191e-06,7.068958626884733e-06,1.4444590580991445e-07
38,الشراميط والشواذ حبايب بلحة العرص,ANGER,ANGER,0.9999792017295,3.423798096930405e-06,1.384502197049244e-07,6.298041322777166e-06,1.0193208879458921e-05,7.44771984635245e-07
39,ياجريدة وسخة أرجل مافيكي إسمه أبولمونة هي دي الديكتاتورية ياولاد المرة,ANGER,ANGER,0.9999998918311862,7.626368990422122e-08,8.30742222725437e-12,5.18570922663218e-10,3.133742069821974e-08,4.0827989423325536e-11
40,جشع تجار إيه ياولاد الوسخة والكهرباء والغاز والمياه لهم تجار هما كمان انتوا خربتوها وعاوزيين تشيلوها للشعب,ANGER,ANGER,0.9999999987917647,1.136427794123632e-09,9.23279075461861e-14,1.3345924768937356e-11,5.711614704927431e-11,1.243678092041647e-12
41,اصل دول كلاب المرشد العرص,ANGER,ANGER,0.9999994596388401,1.9452080078078408e-07,2.1849879742732618e-10,6.62627794118489e-09,3.378202044281076e-07,1.1753811828337316e-09
42,مش معقوله مش ممكن مش قادر اصدق يا نهار اسود ومنيل يخرب بيتها بنت الوسخة الفاجرة دي قليلة أدب عاوزه الحرق والله,ANGER,ANGER,0.9999999999328679,1.246656269689805e-12,2.4254504044402618e-24,2.5351686659868815e-14,6.586258056948497e-11,6.657315442151205e-20
43,هو الدنيا جري فيها ايه ياولاد الوسخ,ANGER,ANGER,0.9999999188752076,7.045716158274854e-08,2.7252684058404624e-14,1.2773598171064172e-09,9.38981417360329e-09,4.2675723670730093e-13
44,المعرصين بزياده,ANGER,ANGER,0.9995686945089087,0.00016441325538176733,3.0709038852468874e-06,9.179968254823254e-05,0.00015473881788386824,1.7282831391220007e-05
45,ادمن وسخ,ANGER,ANGER,0.9998890073076726,4.2310311939531294e-05,7.902702310675319e-07,2.3623844656240483e-05,3.982068014296386e-05,4.447585358387918e-06
46,يادى قطر اللى مجنناكم اتحدى أى شخص مهما كان منصبه وموقعه يثبت أو يدين قطر بدليل وإثبات واحد ف حين كل الأدلة بتدين الإمارات بنت الوسخة راعية الارهاب ف الشرق الاوسط ومصدر تمويل الثورات المضادة والانقلابات العسكرية ودحلان وحسابات تمرد تشهد,ANGER,ANGER,0.9996448975558195,0.00011603167711015389,2.350487644413685e-09,8.97425303624421e-08,0.000238895319010265,8.335503260752573e-08
47,بطلو كدب يا ولاد الوسخه العساكر معاهم موبيلات حديثه وسهل يستخبى مفبرك ازاي يا ولاد الجزمه,ANGER,ANGER,0.9999999999997442,1.8416832586782478e-13,3.072775314653187e-19,5.639011335621669e-15,7.145409868545869e-14,1.2605692623881597e-17
48,هلوسه الجزء الثاني بعد الاقبال الرهيب علي الجزء الاول من هلوسه والي اتجاوز عدد قارئيه خمناشر واحد بعون الله وبلا فخر كسرت الدنيه وفرتكت الفرتكه خت بالك انته من كلمه قارئيه دي  تحسسك اني كاتب في جريده الاهرام لا وتحسسك انك بتقرأ لحد جامد بجدبس انا كنت متخوف فعلا من التجربه دياه متخوف من النقض وان الناس هتشفني مش كاتب ولا نيلهولا حتي انفعبس واحد صحبي من الخمناشر الي قولتلكم عليهم قلي ياعم ولا يهمك  اذا كنت انته مش كاتب فا اكيد احنا مش نقاض  الحقيقه عجبتي الجمله دي اوي  لا وشجعتني اني اكتب اكتر  يلا مليش دعوه  هوه الي هيشل زنبكم وبعد عده ضغوطات من المعجبين والمعجبات قررت اني اكتب الجزء التاني بس ازاي بقا يجيلي نفس الشخص الشرير الي جوايه يأنب فيا يابني ياحبيبي انته بتهبب ايه لا بجد بتهبب ايه كتبلي حجات غريبه واحد مبيخلفش ووحده مبتخلفش وعيل بيبهدل في اهله ايه ياعم انته مجنون هه هه قولي بس انته شارب ايه دي ولا اجزخانه بحلها يلا ايه يابرنس جو ابرهيم الابيض الي انته داخل عليه بيه ده  انا عارف الحقد بيعمل اكتر من كده حقد لا دانته متخلف بجد بقا بقولك ايه يابني امشي من قدامي مش ناقصه فقع مراره انا مش طيأك طب ياعم متزوقش كلعاده مشيت الشرير الي جوايه وفضيت نفسي وقفلت الفيس والواتس وكل ما يتعلق بلترتر نت وتحت اضائه خافته في غرفه هادئه بدأت استرسل احداث الحكايه بااااس انا لقتها انا هعمل حاجه زي مائه عام من العزله واخلي الروايه كلها شخصيات كتير متلخفنه اجنن بيها الي امه دعيه عليه ويقرألي اي حاجه يا هخلي كل شخصيات الروايه شبه بعض بس مش مهم التفصيل دي المهم ان في نهايه الروايه حد يموت نمل يكله ياكل نفسه انا بنفسي اكله مش فرقه المهم اكتب اي هري والسلام هوه انا هخش يعني موسوعه جينيس للقصص الفشيخه طب هوه ليه لازم اعمل حاجه شبه الي قرتهم طب محاول اكتب قصه بجد من دماغي لقتها يامعلم انا اكتب قصه حب جميله اه هيه مهروشه بتاع سبع تلاف مره في كل المسلسلات والافلام بس انا هدخل فيها درامه من نوع تاني لمستي الفنيه بقا همه اتنين بيحبوا بعض اوي لا همه بيعشقوا بعض من ايام الكليه واتفقوا انهم يتجوزووا وفعلا حربوا اهلهم انهم يتجوزا ويعيشوا مع بعض بس شوف القدر بقا ياأخي يحصلهم نفس الي حصل للاتنين الي مبيخلفوش فكرنهم اه الراجل الي كان عندوا التهبات في البروستاته والست الي كان عندها مشكله في الرحم  اه الي خلفوا عيل جاحد دول بس المرادي بقا دول مش هيخلفوا احسن ده كان واد هيقرفهم وهيجننهم زي مانتم شوفتوا قبل كده بس همه اتفقوا انهم يتبنوا عيل من الملجأ ويبقا ابنهم ويربوه ويكبروه ويشاء السميع العليم يامؤمن يطلع الواد نفس الاخلاق الزباله بتاعه الواد التاني فكرينه ويطلع عين الي جيبينه ويكرهم في عشتهم فا الاب ينتحر بعد ماالواد ربط ابوه ادام التلفزون اسبوع  مش دي المشكله المشكله انه كان مشغل التلفزون علي احمد موسي وده الي الراجل مستحملوش مسكين كان بيحب يتفرج علي لميس والام تتشل بسبب انتحار جوزها والواد ينحرف اكتر وينضم لجماعه ارهبيه ايوه من الي مليين البلد اليومين دول اه احنا مبنشفهمش بس موجودين هوه احنا هنفهم اكتر من الكبير ولا ايه  مسا مسا ياكبير بعد مينضم للجماعه هيروح يفجر الملجأ الي اتربه فيه عيل جاحد هنعمل ايه انا بقول من الاول حيوان منوي ابن جزمه ده لا يمكن يكون بتاع انسان ده حيوان منوي من كلب وكلب مشرد وجربان ورجله مقطوعه وملوش ديل كمان يلا ربنا يولع فيهم كلهم يلا افتكوم بعفيه ده لو التفجير مطلكمش لو عجبتكم متابعه,DISGUST,DISGUST,3.1240518610311928e-217,1.0,0.0,2.296967746083074e-291,5.985425270567787e-206,0.0
49,الا الوسخين بتوع مصر بيجبو ترامب وبيحبو بشار النجس ربنا يولع فيهم كلهم,ANGER,ANGER,0.999999998213795,1.311046531146088e-09,6.582238396953256e-15,1.058394576019138e-11,4.6371481721620183e-10,8.475196120668538e-13
50,سعيد ياابن اللوطي الخول عاشور هلال يااخواني ياللي امك زانية فيك وجابتك من الحرام والعرص ابوك عارف وبيطنش علشان الفلوس دانت ابن المرة المتناكة يامعرص ياابن الزانىه يابتاع المعرص اردوغان ياابن المرة الشرموطة السيسي سيدك وسيد البلد ياابن الكلب يالوطي,ANGER,ANGER,1.0,2.0461588572292377e-26,1.356212665878172e-32,1.8762691473108108e-30,3.1563709456476977e-25,5.168333713674227e-31
51,والله انتو نواب ولاد وسخة الواحد غلط إنو انتخبكو بدل مترعونا وتشوفو طالبتنا وتهونو علينا العيشة الغالية دي بتنزلو كل قرار وقرار تدونا علي دمغنا بية,ANGER,ANGER,0.999999902504077,9.65560019675131e-08,7.896663894802182e-19,1.4966378955173184e-11,9.24951801355281e-10,3.0962814439839567e-18
52,زعبلاوي العرص رجع تاني,ANGER,ANGER,0.9999457694132439,1.7631031087321754e-05,1.1022357868258183e-07,8.382750722363525e-06,2.7504654330939034e-05,6.019270383970531e-07
53,النهاردة ذكري الفض ذكري اوسخ يوم شوفته في حياتي,ANGER,ANGER,0.9936828896233726,0.0034397728585703886,8.641839004554692e-08,0.00018659226291088864,0.002686719530785463,3.939305972437855e-06
54,انت متغاظ منه ليه ياراجل ياعرص,ANGER,ANGER,0.9999886709630394,3.5128052009573284e-06,1.5013323922514863e-10,1.4161217992151687e-07,7.652989626707529e-06,2.1479820087708343e-08
55,ربنا ينتقم منهم عالم وسخة مفيش تربية ولا اهل,ANGER,ANGER,0.9999999925759582,1.982607545869692e-09,3.16355768414879e-16,2.3891816006489967e-10,5.202514751646909e-09,8.01155458330288e-16
56,مش انا بس اللى عارف كل حاجه الشعب كله عارف كل حاجه انت نفسك عارف كل حاجه بس فيه فرق بين اللى بيقول الحق وفى فرق بين اللى بيعرص ويخاف,ANGER,ANGER,0.9999999999999716,2.7917655575590526e-15,1.7931981274699354e-44,2.2944123304362626e-25,2.4677179630586827e-14,3.872775038783749e-41
57,هههههه اسال المعرص مين ايه حجازي,ANGER,ANGER,0.9999959874716351,2.8385157991220903e-06,1.7186275880415536e-10,3.3668668693846457e-07,8.362433220169333e-07,9.106925826150433e-10
58,انت يابن الوسخه,ANGER,ANGER,0.9999912489747473,3.2348310056630308e-06,4.597807387464946e-09,1.4249762640219578e-06,4.010151945616141e-06,7.646822959272765e-08
59,كسمك وام محمد وعائشه القحبه والعرص ابو بكر الكلب,ANGER,ANGER,0.9999947125800709,2.5312268014381538e-06,1.5926445816443332e-09,2.605147980665643e-08,2.725860135433253e-06,2.6888628292502503e-09
60,بس يا سودانية يا وسخه البصيره ام حمد مخلص,ANGER,ANGER,0.999999631643416,6.407342925196749e-08,2.62953863053048e-14,9.406799072356196e-09,2.948751291137803e-07,1.1986519566662997e-12
61,جريدة وسخه,ANGER,ANGER,0.9999975503388666,9.338085646959703e-07,1.7441637188820497e-08,5.213894074468711e-07,8.788612152673801e-07,9.816030914200449e-08
62,اه يابلد وسخه من الاولكم لي اخرا واحد,ANGER,ANGER,0.9999984393084944,1.302529312791701e-06,2.286368392528515e-12,6.125583884997423e-09,2.519990582512615e-07,3.526778287339575e-11
63,ربنا يعينكواا حاجه بنت وسخه الصراحه عيال كلها خرام,ANGER,ANGER,0.9999992679448135,6.799918387533282e-07,1.9662223003937685e-13,3.907710884809195e-10,5.167137795342276e-08,9.95872296651391e-13
64,طب والعربيات الهمر جضرتك متاجرة بروض يا جريدة وسخة,ANGER,ANGER,0.9999625482250576,6.741758448783063e-06,1.9478137814635546e-09,6.451875688964621e-07,3.0003688201366365e-05,5.919291374958573e-08
65,لا انت عبيط علشان تقعد تقرفنا كل يوم,DISGUST,ANGER,0.875360812282883,0.12350663246345384,1.1295664586756637e-11,4.987586642478783e-06,0.001127567481490093,1.7423834556069947e-10
66,هو أو حد يقول الحقيقه يبقى اخوان يا معرصين يا لجنه,ANGER,ANGER,0.9999999998353104,1.5743441051260668e-12,2.796964906924588e-20,2.5773977817679124e-14,1.6309233030702302e-10,1.1134321202884816e-17
67,هو العهر والفجور انتصار يخرب دماغكوا الوسخة,ANGER,ANGER,0.9999092604442968,3.332946468983221e-05,8.353865571702211e-08,2.1752989287490524e-05,3.426540840520874e-05,1.3081546682020986e-06
68,المسيح برئ من تواضروس وأشكالكم الوسخة,ANGER,ANGER,0.9998893480752556,1.7661852834618527e-05,2.6398085003755635e-08,6.671874365009792e-05,2.5825283581879236e-05,4.196465896760703e-07
69,دا بيؤلو مرحبا بعرص مصر,ANGER,ANGER,0.9986743777305405,0.000556719017379273,8.246295872087657e-08,4.501445698499616e-05,0.0007224755411536059,1.3307909851570433e-06
70,احييييه كسم ام دي دوله معرصه,ANGER,ANGER,0.9999973496321267,2.5654122857903288e-06,2.6293639858002623e-11,2.543723181014107e-09,8.224624281686403e-08,1.3932874670027284e-10
71,مش دي العيراء الي مش هنبقا زيها امعرصين,ANGER,ANGER,0.9967245164756853,0.0026499232887229624,1.9659678760733677e-11,3.716155373679809e-06,0.0006218269771806786,1.7083380646071112e-08
72,مين ابن الوسخه الي بيفكر الافكار دي اكيد هو الي زود تذكرة المترو وهو الي عايز يعمل فيسبوك بفلوس وهو برده الي كل شويه بيرفع ف الاسعار,ANGER,ANGER,0.9999999999881481,1.1862845525218187e-11,4.994070340555264e-30,8.846279658105984e-23,4.4188718797855833e-17,5.874524051450091e-29
73,نضفو الجريدة من اشكالها الوسخة دي,ANGER,ANGER,0.9999875948589361,6.688132382289045e-06,1.7235069080632463e-10,1.1616015890231866e-06,4.5524949084097155e-06,2.7398343332442165e-09
74,هما دول نجوم المجتمع دا كلهم أشكال وسخه,ANGER,ANGER,0.9999999859133624,1.3806623214038696e-08,7.895547682465034e-15,2.186205636081158e-12,2.774524601148906e-10,3.6537217131108106e-13
75,ياجريده بنت وسخه بطلي حرب علي الاسلام بنشرك للأخبار دي,ANGER,ANGER,0.999999998730317,6.350246579926927e-10,2.1107073341391918e-14,2.3129134586736883e-11,6.114027960518985e-10,1.0530752135621261e-13
76,وياخد العرص معاهم خلى البلد تنضف وفوقيهم البلحاوية البهايم,ANGER,ANGER,0.9999985671494931,1.2532899336670983e-06,1.1265262593222716e-09,1.38202567766732e-08,1.5890804714093156e-07,5.70574493476499e-09
77,أحب اقول العرص اللى بيقول الكلام دا دا فيس بوك مش فيس ابوك,ANGER,ANGER,0.9999999999191829,4.2146695390274446e-11,5.159853927646847e-19,2.6549807919933604e-14,3.8641034769190254e-11,9.596533843489428e-17
78,ملعون ابو السياحه ده حتى فلوسها وسخه المهم جنودنا اللى بتموت ربنا يتقبلهم شهداء وينتقم من الكفره الارهابيين,ANGER,ANGER,0.9999999979375787,7.609193308523263e-10,3.934577712377387e-18,7.583830688825878e-13,1.3007404702809587e-09,1.5662270165376566e-16
79,جلد اكتروني افضل من البشري اتفووووو عليكي صفحه وسخه,ANGER,ANGER,0.999999753890963,6.106460668367319e-08,9.879883814075924e-11,4.222033410495292e-08,1.412240744750037e-07,1.5012192541915077e-09
80,الصحافه المصريه اوسخ صحافه,ANGER,ANGER,0.9994366284346944,0.00052609684404358,6.577979086633724e-07,1.2506752094070004e-05,2.0517960305824037e-05,3.5922109566570325e-06
81,مش عايز اشتم الفيس متراقب يا ولاد الوسخه,ANGER,ANGER,0.9999998941258268,3.4728307915871175e-09,9.98017846700099e-16,9.285094620185515e-11,1.023082913737576e-07,2.0013065211659943e-13
82,لا انته هاته ال الف وانا اسيب ام التعليم عالم بنت وسخه ع دوله بنت وسخه,ANGER,ANGER,1.0,1.4568848323760315e-15,2.004311827079358e-22,9.110324923667081e-19,9.657357091813302e-17,6.183111678784306e-22
83,هو ليه كل الناس مضايقه و مخنوقه  و ليه مفيش حاجه تفرح,SADNESS,ANGER,0.7709374558273063,0.05443047741073514,1.7444770151223372e-14,1.7399530779605356e-06,0.17463032680860768,2.6110661703888295e-13
84,المفروض اصلآ اتحاد الكره يبعت شويه معرصين من اتحاد الكره وللجنه الحكام والمسابقات يلاعبو المقاصه وياسلام لو الجماهير للماليم,ANGER,ANGER,0.9999964368245274,7.882102145216617e-07,9.059190461787815e-12,1.2491264380071326e-08,2.762109710681679e-06,3.5522728106295935e-10
85,خارجين مين يا معرصين,ANGER,ANGER,0.9999956376613257,8.197678833839478e-07,3.0505518714117463e-10,9.396053516658942e-07,2.5976626982042312e-06,4.997686544155831e-09
86,للاسف الفيديو صحيح للاسف يبلدي يناس يوسخه يااعلام ابن كلب,ANGER,ANGER,0.9999964924370044,2.0379940873090022e-08,2.4882882536852106e-10,6.086309587178902e-09,3.479606460325199e-06,1.2414580845820118e-09
87,بس يا ابن الوسخه علي الصبح يلعن ابوكم علي ابو اللي وصلكم للحكم يا كفره يا مجرمين,ANGER,ANGER,0.9999999999999574,5.564354203874394e-16,8.460790708229902e-29,4.823022780180664e-18,4.7211644163279915e-14,1.0257191235401759e-26
88,انتو مفيش وراكم غير الدقهلية يا ولاد الوسخه البلد مليانه حوادث وقرف ليه مركزين مع الدقهلية,ANGER,ANGER,0.9999999999973568,2.2176087616939638e-12,2.5447188148602315e-22,1.650359313576083e-15,4.248874259974566e-13,1.2759271668298383e-20
89,جريدة وسخة بس خلاص,ANGER,ANGER,0.9999996169468967,3.019700954459352e-07,2.6815634239185308e-11,2.039389212144031e-08,6.022298344022247e-08,4.393176712256964e-10
90,مش عارف حاسس ان اسمه مش كده اسمه المعرصاوي الخولاني,ANGER,ANGER,0.9999833416237298,8.758941191589505e-07,1.8355279824058743e-15,1.3792264305319634e-09,1.578109827621484e-05,4.643017714200624e-12
91,المستثمرين طفشهم العرص,ANGER,ANGER,0.9994378052100321,0.00020883109156130198,5.045953644918169e-06,0.00012029754398161856,0.0002000463493832906,2.7973851397503485e-05
92,ايوه امال ازي يطلعوا ارهابين والله جريده وسخه اوسخ من السيسي نفسه,ANGER,ANGER,0.9999999999930367,5.930235344461e-12,1.2211977519394702e-18,1.5882641061461332e-14,1.0202042092496736e-12,7.094459101710404e-17
93,انتم الإرهاب بعرصكم باعلامكم بحكومتكم بوسختكم بمؤيدنكم قانون الطوارئ يا بلد بقر عشان ارتفاع الأسعار القادمه,ANGER,ANGER,0.9999234647233977,6.925924794535866e-05,6.481523366711802e-11,2.6168084544913846e-06,4.658269064776368e-06,8.863224384988843e-10
94,كفاية عليكم التعريص ولحس البيادة داخل مصر متخلوش التعريص آفة أو ظاهرة عالمية من فضلكم يا ولاد المرة الوسخة,ANGER,ANGER,0.9999999999976978,2.7014957446183584e-14,3.502996384031067e-20,6.730987002772144e-15,2.2812618764755208e-12,4.120765159938449e-18
95,كسم اللجان المعرصه,ANGER,ANGER,0.9999194578842097,4.234617725690118e-05,2.558010470091898e-07,6.098398809930233e-06,3.0423624089857253e-05,1.4181145884222493e-06
96,ابن مره وسخه دنتا هيتقلع لباسك,ANGER,ANGER,0.999993950000023,4.0133974782899546e-06,6.36212853808531e-09,1.538727039154421e-07,1.8426550474975876e-06,3.3712616448105644e-08
97,خربها العرص,ANGER,ANGER,0.999892939557496,4.081134193335702e-05,7.622725321889317e-07,2.2786898934336238e-05,3.840991282824708e-05,4.290016275426503e-06
98,احه وانتو كدا حليتو المشكله بلد وسخه صحيح,ANGER,ANGER,0.9999999299674112,6.478047402088448e-08,3.375797992121349e-12,3.8946995263743585e-10,4.841909697191625e-09,1.7357498905198587e-11
99,حوش ياد المصداقية الى بتخر من ميتين ابوكم اعلام وسخ,ANGER,ANGER,0.9999995147464387,3.723163723529738e-07,5.70900546612207e-12,5.837005340441046e-09,1.0700903097193008e-07,8.545020031754953e-11
100,وسأيبين لأعبين ألګوره وألممثلين وألأعلأميين أه يأ دوله وسخه,ANGER,ANGER,0.9987612416174039,0.00042451716547062783,2.4039507906438565e-05,0.00044237606886996634,0.0002260678922797192,0.00012175774806521017
